transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
viladecans-train,viladecans-the-style-outlets,train,Rodalies train to Viladecans,Station is near the centre; train timing varies,Check official Rodalies/Renfe fare,"Use official Rodalies/Renfe services to Viladecans station, then follow the signed short walk to the outlet; verify current line and timetable before travel.",active,3
viladecans-bus,viladecans-the-style-outlets,bus,Metropolitan bus to Viladecans,Check official AMB/ATM timetable,Check official AMB/ATM fare,Plan bus access with the official Barcelona metropolitan transport operators for stops serving Ctra. de la Vila and Viladecans station; verify the current route before travel.,active,4
viladecans-airport,viladecans-the-style-outlets,airport,Barcelona-El Prat Airport access,≈10 min by car/taxi; public transport via official Barcelona-area services varies,Check official airport transport or taxi/transfer fare,"The outlet is close to Barcelona-El Prat Airport; use official airport ground transport, taxi or Barcelona-area public transport and confirm the route before travel.",active,5
la-roca-car-parking,la-roca-village,car,By Car / Free Parking,About 40 min from Barcelona,Free parking; check EV charging terms,"The official Village getting-here page lists free parking and electric car charging points at La Roca Village, Santa Agnès de Malanyanes. Check current access information before travel.",active,1
la-roca-shopping-express,la-roca-village,shuttle,Shopping Express from Barcelona,Check official Shopping Express timetable,Check official Shopping Express fare,La Roca Village's official Shopping Express coach runs from Barcelona Estació del Nord direct to the Village. Book ahead and check the official timetable/fare before travel.,active,2
la-roca-sagales-bus,la-roca-village,bus,Sagalés regional bus,Check official Sagalés timetable,Check official Sagalés fare,"Use official Sagalés route planning for regional bus service to the La Roca Village / Centro Comercial area; confirm the exact stop, timetable, and fare before travel.",active,3
la-roca-airport,la-roca-village,airport,Barcelona-El Prat Airport,About 40 km by road,Check onward transport fare,"Use Barcelona-El Prat Airport, then continue by car, official coach/bus connections via Barcelona, or a confirmed transfer. No dedicated airport shuttle was verified; check official fares before travel.",active,4
mallorca-fashion-outlet-car-parking,mallorca-fashion-outlet,car,Car / Free Parking,About 10 min from Palma,Free parking,"Official Mallorca Fashion Outlet information places the centre on Autovía Palma-Inca, km 7.1, exit 8 and states it is just 10 minutes from Palma with free parking; check live road conditions before travel.",active,1
mallorca-fashion-outlet-train,mallorca-fashion-outlet,train,SFM Train Access,Check official SFM timetable,Check official SFM fare,"The official centre services list a train station. Use official SFM Mallorca rail information for the current stop, timetable and fare before travelling.",active,2
sevilla-fashion-outlet-car-parking,sevilla-fashion-outlet,car,Car / Free Parking,About 15 min from Sevilla,Free parking,"Official Sevilla Fashion Outlet information places the centre at Polígono Industrial Los Espartales by the A-4, km 531 and states it is only 15 minutes from Sevilla with free parking.",active,1
sevilla-fashion-outlet-airport,sevilla-fashion-outlet,airport,Sevilla Airport Road Access,Short road transfer; timing varies by traffic,"Taxi, ride-hail or car costs vary","The official outlet homepage describes the centre as next to the airport. Use official Sevilla Airport ground transport plus taxi, ride-hail or rental car for the last-mile road transfer; no dedicated airport shuttle was verified.",active,2
coruna-the-style-outlets-car,coruna-the-style-outlets,car,Car to Avenida de Alvedro,Check live traffic,Road costs vary; parking is free,"The official directions page lists car access and places Coruña The Style Outlets at Avenida de Alvedro 5, Nacional 550 km 9.5, beside the airport in Culleredo; check live traffic before travel.",active,1
coruna-the-style-outlets-parking,coruna-the-style-outlets,car,Free Centre Parking,On site,Free parking,"The official parking page states Coruña The Style Outlets has free customer parking with more than 1,000 car spaces, plus motorcycle and bicycle parking areas.",active,2
coruna-the-style-outlets-public-transport,coruna-the-style-outlets,bus,Public Transport to Culleredo,Check official operator timetable,Check official operator fare,The official directions page lists public-transport access for Coruña The Style Outlets. Plan current bus or rail access with official A Coruña-area transport operators before travelling.,active,3
coruna-the-style-outlets-airport,coruna-the-style-outlets,airport,A Coruña Airport Access,Beside the airport; last-mile timing varies,Check official airport transport or taxi fare,"The official directions page describes Coruña The Style Outlets as beside the airport. Use official A Coruña Airport ground transport, taxi or car access for the last mile.",active,4
getafe-the-style-outlets-car,getafe-the-style-outlets,car,Car to Avenida Río Guadalquivir,Check live traffic,Road costs vary; check centre parking terms,"The official Getafe The Style Outlets access page lists car access and the centre address at Avenida Río Guadalquivir 15, Getafe; follow the official route and current road conditions.",active,1
getafe-the-style-outlets-public-transport,getafe-the-style-outlets,bus,Public Transport to Getafe,Check official Madrid transport planner,Check official CRTM fare,The official access page lists public-transport access for Getafe The Style Outlets. Plan the current bus or rail connection with official Madrid transport operators before travelling.,active,2
san-sebastian-de-los-reyes-the-style-outlets-car,san-sebastian-de-los-reyes-the-style-outlets,car,Car to Calle Salvador de Madariaga,Check live traffic,Road costs vary; check centre parking terms,The official San Sebastián de los Reyes The Style Outlets access page lists car access and the centre address at Calle Salvador de Madariaga s/n; follow the official route and current road conditions.,active,1
san-sebastian-de-los-reyes-the-style-outlets-public-transport,san-sebastian-de-los-reyes-the-style-outlets,bus,Public Transport to San Sebastián de los Reyes,Check official Madrid transport planner,Check official CRTM fare,"The official access page lists public-transport access for San Sebastián de los Reyes The Style Outlets. Plan the current bus, metro or rail connection with official Madrid transport operators before travelling.",active,2
sambil-madrid-car,sambil-madrid,car,Car via M-40 exit 30,Check live traffic,Road costs vary; check centre parking terms,"The official Sambil Madrid contact page lists car access from exit 30 of the M-40 to C/ de Mondragón s/n, Leganés.",active,1
sambil-madrid-metro,sambil-madrid,train,Metro Line 11 to La Fortuna,Check official Metro/CRTM timetable,Check official CRTM fare for zone B1,The official Sambil Madrid contact page lists Metro line 11 to La Fortuna; CRTM confirms La Fortuna is in fare zone B1 and connects with Metro 11.,active,2
sambil-madrid-bus,sambil-madrid,bus,Bus 1 / 486 / 487 / N802,Check official CRTM timetable,Check official CRTM fare,"The official Sambil Madrid contact page lists bus 1, 486, 487 and N802, and CRTM lists these routes as La Fortuna station correspondences; verify the current stop and timetable before travel.",active,3
foxtown-car,foxtown-factory-stores,car,By Car / Parking,≈20 min from Lugano / ≈50 min from Milan (estimated),Confirm parking conditions with the centre,"FoxTown's official visit page says the centre is a few minutes from the Italian border and can be reached by car. Use Via Angelo Maspoli 18, 6850 Mendrisio and confirm current parking conditions before travelling.",active,1
foxtown-train,foxtown-factory-stores,train,By Train to Mendrisio S. Martino,Directly connected to Mendrisio S. Martino station; ≈20 min from Lugano / ≈2 hr 15 min from Zürich HB (estimated),Check official SBB timetable,FoxTown's official train page says the centre is directly connected to Mendrisio S. Martino railway station. Book and verify live connections on SBB; public-transport visitors can use the Green Ticket promotion for 10% off participating stores.,active,2
foxtown-bus,foxtown-factory-stores,bus,"By Bus to Mendrisio, Via Morèe",AMSA line 2 runs about every 30 min; check official timetable,Check official PostBus or AMSA fare,"FoxTown's official bus page lists Autopostale/PostBus and AMSA line 2 to the Mendrisio, via Morèe stop. AMSA line 2 operates daily from 05:48 to 23:49 with about 30-minute frequency.",active,3
foxtown-airport,foxtown-factory-stores,airport,Airport Access,≈25 min from Lugano Airport / ≈45-60 min from Milan Malpensa (estimated),Confirm onward transport with provider,"Use Lugano Airport for regional access or Milan Malpensa for wider international service, then continue by rental car, taxi, rail, or bus according to the latest official provider schedules.",active,4
foxtown-major-city,foxtown-factory-stores,train,Nearby Major City Access,≈20 min from Lugano / ≈50 min from Milan by car; ≈2 hr 15 min from Zürich HB by train (estimated),Check official SBB or operator fare,"For Lugano, Milan, Como, or Zürich, compare SBB/TILO rail connections with road travel to Mendrisio before departure.",active,5
landquart-car,landquart-fashion-outlet,car,By Car / Parking,≈1 hr 10 min from Zürich / ≈1 hr from St. Gallen (estimated),Confirm visitor parking conditions with the centre,"The official directions page lists 1,550 parking spaces directly at the centre, including the South Parking Garage, EV charging, accessible spaces, and motorhome/camper parking.",active,1
